CHECK_ID,CHECK_TITLE,CHECK_SCORED,CHECK_CIS_LEVEL,CHECK_SEVERITY,CHECK_ASFF_RESOURCE_TYPE,CHECK_ALTERNATE,CHECK_ALTERNATE_check,CHECK_ASFF_COMPLIANCE_TYPE,CHECK_SERVICENAME,CHECK_RISK,CHECK_REMEDIATION,CHECK_DOC,CHECK_CAF_EPIC
7.182,[extra7182] Directory Service SNS Notifications,NOT_SCORED,EXTRA,Medium,AwsDirectoryService,extra7182,extra7182,NA,ds,"As a best practice, monitor status of Directory Service. This helps to avoid late actions to fix Directory Service issues",It is recommended set up SNS messaging to send email or text messages when the status of your directory changes,https://docs.aws.amazon.com/directoryservice/latest/admin-guide/ms_ad_enable_notifications.html,Infrastructure Security
7.176,[extra7176] EMR Cluster without Public IP,NOT_SCORED,EXTRA,Medium,NA,extra7176,extra7176,NA,emr,EMR Cluster should not have Public IP,Only make acceptable EMR clusters public,https://docs.aws.amazon.com/emr/latest/ManagementGuide/emr-block-public-access.html,Infrastructure Security
3.3,[check33] Ensure a log metric filter and alarm exist for usage of root account,SCORED,LEVEL1,Medium,AwsCloudTrailTrail,check33,check33,ens-op.exp.8.aws.trail.5,iam,Monitoring unauthorized API calls will help reveal application errors and may reduce time to detect malicious activity.,It is recommended that a metric filter and alarm be established for unauthorized requests.,https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudwatch-alarms-for-cloudtrail.html,Logging and Monitoring
7.171,[extra7171] Check if classic load balancers are protected by AWS Shield Advanced,NOT_SCORED,EXTRA,Medium,AwsElasticLoadBalancingLoadBalancer,extra7171,extra7171,NA,shield,AWS Shield Advanced provides expanded DDoS attack protection for your resources,Add as a protected resource in AWS Shield Advanced.,https://docs.aws.amazon.com/waf/latest/developerguide/configure-new-protection.html,Infrastructure security
7.185,[extra7185] Ensure no Customer Managed IAM policies allow actions that may lead into Privilege Escalation,NOT_SCORED,EXTRA,High,AwsIamPolicy,extra7185,extra7185,NA,iam,Users with some IAM permissions are allowed to elevate their privileges up to administrator rights.,Grant usage permission on a per-resource basis and applying least privilege principle.,https://docs.aws.amazon.com/IAM/latest/APIReference/API_CreateAccessKey.html,IAM
7.178,[extra7178] EMR Account Public Access Block enabled,NOT_SCORED,EXTRA,High,NA,extra7178,extra7178,NA,emr,EMR Clusters must have Account Public Access Block enabled,Enable EMR Account Public Access Block,https://docs.aws.amazon.com/emr/latest/ManagementGuide/emr-block-public-access.html,Infrastructure Security
7.147,[extra7147] Check if S3 Glacier vaults have policies which allow access to everyone,NOT_SCORED,EXTRA,Critical,AwsGlacierVault,extra7147,extra7147,NA,glacier,Vaults accessible to everyone could expose sensitive data to bad actors,Ensure vault policy does not have principle as *,https://docs.aws.amazon.com/amazonglacier/latest/dev/access-control-overview.html,Data Protection
7.140,[extra7140] Check if there are SSM Documents set as public,NOT_SCORED,EXTRA,High,AwsSsmDocument,extra7140,extra7140,NA,ssm,SSM Documents may contain private information or even secrets and tokens.,Carefully review the contents of the document before is shared. Enable SSM Block public sharing for documents.,https://docs.aws.amazon.com/systems-manager/latest/userguide/ssm-before-you-share.html,Data Protection
7.114,[extra7114] Check if Glue development endpoints have S3 encryption enabled.,NOT_SCORED,EXTRA,Medium,AwsGlue,extra7114,extra7114,NA,glue,Data exfiltration could happen if information is not protected. KMS keys provide additional security level to IAM policies.,Specify AWS KMS keys to use for input and output from S3 and EBS.,https://docs.aws.amazon.com/glue/latest/dg/encryption-security-configuration.html,Data Protection
7.113,[extra7113] Check if RDS instances have deletion protection enabled ,NOT_SCORED,EXTRA,Medium,AwsRdsDbInstance,extra7113,extra7113,NA,rds,You can only delete instances that do not have deletion protection enabled.,Enable deletion protection using the AWS Management Console for production DB instances.,https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_DeleteInstance.html,Data Protection
7.125,[extra7125] Check if IAM users have Hardware MFA enabled.,NOT_SCORED,EXTRA,Medium,AwsIamUser,extra7125,extra7125,ens-op.acc.5.aws.iam.2,iam,Hardware MFA is preferred over virtual MFA.,Enable hardware MFA device for an IAM user from the AWS Management Console; the command line; or the IAM API.,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_mfa_enable_physical.html,IAM
7.122,[extra7122] Check if Glue ETL Jobs have Job bookmark encryption enabled.,NOT_SCORED,EXTRA,Medium,AwsGlue,extra7122,extra7122,NA,glue,If not enabled sensitive information at rest is not protected.,Enable Encryption in the Security configurations.,https://docs.aws.amazon.com/glue/latest/dg/console-security-configurations.html,Data Protection
7.141,[extra7141] Find secrets in SSM Documents,NOT_SCORED,EXTRA,Critical,AwsSsmDocument,extra7141,extra7141,NA,ssm,Secrets hardcoded into SSM Documents by malware and bad actors to gain lateral access to other services.,Implement automated detective control (e.g. using tools like Prowler) to scan accounts for passwords and secrets. Use Secrets Manager service to store and retrieve passwords and secrets.,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-secretsmanager-secret-generatesecretstring.html,IAM
7.179,[extra7179] Check Public Lambda Function URL,NOT_SCORED,EXTRA,High,AwsLambdaFunction,extra7179,extra7179,NA,lambda,Publicly accessible services could expose sensitive data to bad actors.,Grant usage permission on a per-resource basis and applying least privilege principle.,https://docs.aws.amazon.com/secretsmanager/latest/userguide/lambda-functions.html,Infrastructure Security
7.146,[extra7146] Check if there is any unassigned Elastic IP,NOT_SCORED,EXTRA,Low,AwsElasticIPs,extra7146,extra7146,NA,ec2,Unassigned Elastic IPs may result in extra cost,Ensure Elastic IPs are not unassigned,https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/elastic-ip-addresses-eip.html,Infrastructure Security
3.2,[check32] Ensure a log metric filter and alarm exist for Management Console sign-in without MFA,SCORED,LEVEL1,Medium,AwsCloudTrailTrail,check32,check32,ens-op.exp.8.aws.trail.4,iam,Monitoring unauthorized API calls will help reveal application errors and may reduce time to detect malicious activity.,It is recommended that a metric filter and alarm be established for unauthorized requests.,https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudwatch-alarms-for-cloudtrail.html,Logging and Monitoring
7.184,[extra7184] Directory Service Manual Snapshot Limit,NOT_SCORED,EXTRA,Low,AwsDirectoryService,extra7184,extra7184,NA,ds,A limit reached can bring unwanted results. The maximum number of manual snapshots is a hard limit,Monitor manual snapshots limit to ensure capacity when you need it.,https://docs.aws.amazon.com/general/latest/gr/ds_region.html,Infrastructure Security
7.170,[extra7170] Check if internet-facing application load balancers are protected by AWS Shield Advanced,NOT_SCORED,EXTRA,Medium,AwsElasticLoadBalancingV2LoadBalancer,extra7170,extra7170,NA,shield,AWS Shield Advanced provides expanded DDoS attack protection for your resources,Add as a protected resource in AWS Shield Advanced.,https://docs.aws.amazon.com/waf/latest/developerguide/configure-new-protection.html,Infrastructure security
7.148,[extra7148] Check if EFS File systems have backup enabled,NOT_SCORED,EXTRA,Medium,AwsEfsFileSystem,extra7148,extra7148,NA,efs,If backup is not enabled; data is vulnerable. Human error or bad actors could erase or modify data.,Enable automated backup for production data. Define a retention period and periodically test backup restoration. A Disaster Recovery process should be in place to govern Data Protection approach.,https://docs.aws.amazon.com/efs/latest/ug/whatisefs.html,Data Protection
3.5,[check35] Ensure a log metric filter and alarm exist for CloudTrail configuration changes,SCORED,LEVEL1,Medium,AwsCloudTrailTrail,check35,check35,ens-op.exp.8.aws.trail.1,cloudtrail,Monitoring unauthorized API calls will help reveal application errors and may reduce time to detect malicious activity.,It is recommended that a metric filter and alarm be established for unauthorized requests.,https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudwatch-alarms-for-cloudtrail.html,Logging and Monitoring
7.177,[extra7177] Publicly accessible EMR Cluster,NOT_SCORED,EXTRA,High,NA,extra7177,extra7177,NA,emr,EMR Clusters should not be publicly accessible,Only make acceptable EMR clusters public,https://docs.aws.amazon.com/emr/latest/ManagementGuide/emr-block-public-access.html,Infrastructure Security
7.183,[extra7183] Directory Service LDAP Certificates expiration,NOT_SCORED,EXTRA,Medium,AwsDirectoryService,extra7183,extra7183,NA,ds,Expired certificates can impact service availability.,Monitor certificate expiration and take automated action to alarm responsible team for taking care of the replacement or remove.,https://docs.aws.amazon.com/directoryservice/latest/admin-guide/ms_ad_ldap.html,Data Protection
7.123,[extra7123] Check if IAM users have two active access keys,NOT_SCORED,EXTRA,Medium,AwsIamUser,extra7123,extra7123,ens-op.acc.1.aws.iam.2,iam,Access Keys could be lost or stolen. It creates a critical risk.,Avoid using long lived access keys.,https://docs.aws.amazon.com/IAM/latest/APIReference/API_ListAccessKeys.html,IAM
7.124,[extra7124] Check if EC2 instances are managed by Systems Manager.,NOT_SCORED,EXTRA,Medium,AwsEc2Instance,extra7124,extra7124,ens-op.exp.1.aws.sys.1 ens-op.acc.4.aws.sys.1,ssm,AWS Config provides AWS Managed Rules; which are predefined; customizable rules that AWS Config uses to evaluate whether your AWS resource configurations comply with common best practices.,Verify and apply Systems Manager Prerequisites.,https://docs.aws.amazon.com/systems-manager/latest/userguide/managed_instances.html,Infrastructure Security
7.112,[extra7112] Check if Amazon SageMaker Notebook instances have data encryption enabled,NOT_SCORED,EXTRA,Medium,AwsSageMakerNotebookInstance,extra7112,extra7112,NA,sagemaker,Data exfiltration could happen if information is not protected. KMS keys provide additional security level to IAM policies.,Specify AWS KMS keys to use for input and output from S3 and EBS.,https://docs.aws.amazon.com/sagemaker/latest/dg/key-management.html,Data Protection
7.115,[extra7115] Check if Glue database connection has SSL connection enabled.,NOT_SCORED,EXTRA,Medium,AwsGlue,extra7115,extra7115,NA,glue,Data exfiltration could happen if information is not protected in transit.,Configure encryption settings for crawlers; ETL jobs; and development endpoints using security configurations in AWS Glue.,https://docs.aws.amazon.com/glue/latest/dg/encryption-in-transit.html,Data Protection
7.45,[extra745] Check if API Gateway endpoint is public or private,NOT_SCORED,EXTRA,Medium,AwsApiGatewayRestApi,extra745,extra745,NA,apigateway,If accessible from internet opens up attack / abuse surface for any malicious user.,Make Api Gateway private if a public endpoint is not necessary. Detective controls for common risks should be implemented.,https://d1.awsstatic.com/whitepapers/api-gateway-security.pdf?svrd_sip6,Infrastructure Security
3.11,[check311] Ensure a log metric filter and alarm exist for changes to Network Access Control Lists (NACL),SCORED,LEVEL2,Medium,AwsCloudTrailTrail,check311,check311,NA,vpc,Monitoring unauthorized API calls will help reveal application errors and may reduce time to detect malicious activity.,It is recommended that a metric filter and alarm be established for unauthorized requests.,https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudwatch-alarms-for-cloudtrail.html,Logging and Monitoring
7.89,[extra789] Find trust boundaries in VPC endpoint services connections,NOT_SCORED,EXTRA,Medium,AwsEc2Vpc,extra789,NA,NA,vpc,Account VPC could be linked to other accounts.,In multi Account environments identify untrusted links. Check trust chaining and dependencies between accounts.,https://github.com/toniblyx/prowler/#trust-boundaries-checks,Infrastructure Security
7.42,[extra742] Find secrets in CloudFormation outputs,NOT_SCORED,EXTRA,Critical,AwsCloudFormationStack,extra742,extra742,NA,cloudformation,Secrets hardcoded into CloudFormation outputs can be used by malware and bad actors to gain lateral access to other services.,Implement automated detective control (e.g. using tools like Prowler ) to scan accounts for passwords and secrets. Use secrets manager service to store and retrieve passwords and secrets. ,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-secretsmanager-secret-generatesecretstring.html,IAM
1.15,[check115] Ensure security questions are registered in the AWS account,NOT_SCORED,LEVEL1,Medium,NA,check115,check115,NA,support,"The AWS support portal allows account owners to establish security questions that can be used to authenticate individuals calling AWS customer service for support. It is recommended that security questions be established. When creating a new AWS account a default super user is automatically created. This account is referred to as the ""root"" account. It is recommended that the use of this account be limited and highly controlled. During events in which the root password is no longer accessible or the MFA token associated with root is lost/destroyed it is possible through authentication using secret questions and associated answers to recover root login access.",Login as root account and from My Account configure Security questions.,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_access-keys_retrieve.html,IAM
7.74,[extra774] Ensure credentials unused for 30 days or greater are disabled,NOT_SCORED,EXTRA,Medium,AwsIamUser,extra774,extra774,NA,iam,To increase the security of your AWS account; remove IAM user credentials (that is; passwords and access keys) that are not needed. For example; when users leave your organization or no longer need AWS access.,Find the credentials that they were using and ensure that they are no longer operational. Ideally; you delete credentials if they are no longer needed. You can always recreate them at a later date if the need arises. At the very least; you should change the password or deactivate the access keys so that the former users no longer have access.,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_finding-unused.html,IAM
7.80,[extra780] Check if Amazon OpenSearch Service domains (formerly known as Elasticsearch or ES) has either Amazon Cognito authentication or SAML authentication for Kibana enabled,NOT_SCORED,EXTRA,High,AwsElasticsearchDomain,extra780,extra780,NA,es,"Enable Amazon Cognito authentication or SAML authentication for Kibana, supported by Amazon OpenSearch Service (formerly known as Elasticsearch).",If you do not configure Amazon Cognito or SAML authentication; you can still protect Kibana using an IP-based access policy and a proxy server; HTTP basic authentication.,https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/es-ac.html,IAM
1.12,[check112] Ensure no root account access key exists,SCORED,LEVEL1,Critical,NA,check112,check112,NA,iam,The root account is the most privileged user in an AWS account. AWS Access Keys provide programmatic access to a given AWS account. It is recommended that all access keys associated with the root account be removed. Removing access keys associated with the root account limits vectors by which the account can be compromised. Removing the root access keys encourages the creation and use of role based accounts that are least privileged.,Use the credential report to  that the user and ensure the access_key_1_active and access_key_2_active fields are set to FALSE .,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_getting-report.html,IAM
7.87,[extra787] Check connection and authentication for Internet exposed Elasticsearch/Kibana ports,NOT_SCORED,EXTRA,Critical,AwsEc2Instance,extra787,extra787,NA,es,Internet exposed services increases the risk of unauthorised.,Placing an Amazon ES domain within a VPC enables secure communication between Amazon ES and other services within the VPC without the need for an internet gateway; NAT device; or VPN connection. All traffic remains securely within the AWS Cloud.,https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/es-vpc.html,Infrastructure Security
7.73,[extra773] Check if CloudFront distributions are using WAF ,NOT_SCORED,EXTRA,Medium,AwsCloudFrontDistribution,extra773,extra773,ens-mp.s.2.aws.waf.1,cloudfront,Potential attacks and / or abuse of service; more even for even for internet reachable services.,Use AWS WAF to protect your service from common web exploits. These could affect availability and performance; compromise security; or consume excessive resources.,https://docs.aws.amazon.com/waf/latest/developerguide/cloudfront-features.html,Infrastructure Security
7.27,[extra727] Check if SQS queues have policy set as Public,NOT_SCORED,EXTRA,Critical,AwsSqsQueue,extra727,extra727,NA,sqs,Sensitive information could be disclosed.,Review service with overly permissive policies. Adhere to Principle of Least Privilege.,https://docs.aws.amazon.com/AWSSimpleQueueService/latest/SQSDeveloperGuide/sqs-basic-examples-of-sqs-policies.html,Infrastructure Security
7.2,[extra72] Ensure there are no EBS Snapshots set as Public,NOT_SCORED,EXTRA,Critical,AwsEc2Snapshot,extra72,extra72,NA,ec2,When you share a snapshot; you are giving others access to all of the data on the snapshot. Share snapshots only with people with whom you want to share all of your snapshot data.,Ensure the snapshot should be shared.,https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/ebs-modifying-snapshot-permissions.html,Data Protection
7.18,[extra718] Check if S3 buckets have server access logging enabled,NOT_SCORED,EXTRA,Medium,AwsS3Bucket,extra718,extra718,NA,s3,Server access logs can assist you in security and access audits; help you learn about your customer base; and understand your Amazon S3 bill.,Ensure that S3 buckets have Logging enabled. CloudTrail data events can be used in place of S3 bucket logging. If that is the case; this finding can be considered a false positive.,https://docs.aws.amazon.com/AmazonS3/latest/dev/security-best-practices.html,Logging and Monitoring
7.20,[extra720] Check if Lambda functions invoke API operations are being recorded by CloudTrail,NOT_SCORED,EXTRA,Low,AwsLambdaFunction,extra720,extra720,NA,lambda,If logs are not enabled; monitoring of service use and threat analysis is not possible.,Make sure you are logging information about Lambda operations. Create a lifecycle and use cases for each trail.,https://docs.aws.amazon.com/lambda/latest/dg/logging-using-cloudtrail.html,Logging and Monitoring
7.5,[extra75] Ensure there are no Security Groups not being used,NOT_SCORED,EXTRA,Informational,AwsEc2SecurityGroup,extra75,extra75,ens-mp.com.4.aws.sg.3,ec2,Having clear definition and scope for Security Groups creates a better administration environment.,List all the security groups and then use the cli to check if they are attached to an instance.,https://aws.amazon.com/premiumsupport/knowledge-center/ec2-find-security-group-resources/,Infrastructure Security
7.16,[extra716] Check if Amazon Elasticsearch Service (ES) domains are set as Public or if it has open policy access,NOT_SCORED,EXTRA,Critical,AwsElasticsearchDomain,extra716,extra716,NA,es,Publicly accessible services could expose sensitive data to bad actors.,Use  VPC endpoints for internal services.,https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/es-vpc.html,Infrastructure Security
7.29,[extra729] Ensure there are no EBS Volumes unencrypted,NOT_SCORED,EXTRA,Medium,AwsEc2Volume,extra729,extra729,ens-mp.info.3.aws.ebs.1,ec2,Data encryption at rest prevents data visibility in the event of its unauthorized access or theft.,Encrypt all EBS volumes and Enable Encryption by default You can configure your AWS account to enforce the encryption of the new EBS volumes and snapshot copies that you create. For example; Amazon EBS encrypts the EBS volumes created when you launch an instance and the snapshots that you copy from an unencrypted snapshot.,https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/EBSEncryption.html,Data Protection
7.11,[extra711] Check for Publicly Accessible Redshift Clusters,NOT_SCORED,EXTRA,High,AwsRedshiftCluster,extra711,extra711,NA,redshift,Publicly accessible services could expose sensitive data to bad actors.,List all shared Redshift clusters and make sure there is a business reason for them.,https://docs.aws.amazon.com/redshift/latest/mgmt/managing-clusters-vpc.html,Data Protection
1.13,[check113] Ensure MFA is enabled for the root account,SCORED,LEVEL1,Critical,NA,check113,check113,NA,iam,"The root account is the most privileged user in an AWS account. MFA adds an extra layer of protection on top of a user name and password. With MFA enabled when a user signs in to an AWS website they will be prompted for their user name and password as well as for an authentication code from their AWS MFA device. When virtual MFA is used for root accounts it is recommended that the device used is NOT a personal device but rather a dedicated mobile device (tablet or phone) that is managed to be kept charged and secured independent of any individual personal devices. (""non-personal virtual MFA"") This lessens the risks of losing access to the MFA due to device loss / trade-in or if the individual owning the device is no longer employed at the company.",Using IAM console navigate to Dashboard and expand Activate MFA on your root account.,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_root-user.html#id_root-user_manage_mfa,IAM
7.72,[extra772] Check if elastic IPs are unused ,NOT_SCORED,EXTRA,Low,AwsEc2Eip,extra772,extra772,NA,ec2,You are charged by the hour for each Elastic IP address that are not attached to an EC2 instance .,If you don’t need an Elastic IP address; you can stop the charges by releasing the IP address.,https://aws.amazon.com/premiumsupport/knowledge-center/elastic-ip-charges/,Infrastructure Security
7.86,[extra786] Check if EC2 Instance Metadata Service Version 2 (IMDSv2) is Enabled and Required ,NOT_SCORED,EXTRA,Medium,AwsEc2Instance,extra786,extra786,NA,ec2,Using IMDSv2 will protect from misconfiguration and SSRF vulnerabilities. IMDSv1 will not.,If you don’t need IMDS you can turn it off. Using aws-cli you can force the instance to use only IMDSv2.,https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/configuring-instance-metadata-service.html#configuring-instance-metadata-options,Infrastructure Security
1.14,[check114] Ensure hardware MFA is enabled for the root account,SCORED,LEVEL2,Critical,NA,check114,check114,NA,iam,The root account is the most privileged user in an AWS account. MFA adds an extra layer of protection on top of a user name and password. With MFA enabled when a user signs in to an AWS website they will be prompted for their user name and password as well as for an authentication code from their AWS MFA device. For Level 2 it is recommended that the root account be protected with a hardware MFA.,Using IAM console navigate to Dashboard and expand Activate MFA on your root account.,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_root-user.html#id_root-user_manage_mfa,IAM
7.81,[extra781] Check if Amazon Elasticsearch Service (ES) domains has encryption at-rest enabled,NOT_SCORED,EXTRA,Medium,AwsElasticsearchDomain,extra781,extra781,ens-mp.info.3.aws.au.1,es,If not enable unauthorized access to your data could risk increases.,Enable encryption at rest using AWS KMS to store and manage your encryption keys and the Advanced Encryption Standard algorithm with 256-bit keys (AES-256) to perform the encryption.,https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/encryption-at-rest.html,Data Protection
7.75,[extra775] Find secrets in EC2 Auto Scaling Launch Configuration ,NOT_SCORED,EXTRA,Critical,NA,extra775,extra775,NA,autoscaling,The use of a hard-coded password increases the possibility of password guessing.  If hard-coded passwords are used; it is possible that malicious users gain access through the account in question.,Use Secrets Manager to securely provide database credentials to Lambda functions and secure the databases as well as use the credentials to connect and query them without hardcoding the secrets in code or passing them through environmental variables. ,https://docs.aws.amazon.com/secretsmanager/latest/userguide/lambda-functions.html,IAM
7.88,[extra788] Check connection and authentication for Internet exposed Amazon Elasticsearch Service (ES) domains,NOT_SCORED,EXTRA,Critical,AwsElasticsearchDomain,extra788,extra788,NA,es,Internet exposed services increases the risk of unauthorised.,Placing an Amazon ES domain within a VPC enables secure communication between Amazon ES and other services within the VPC without the need for an internet gateway; NAT device; or VPN connection. All traffic remains securely within the AWS Cloud.,https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/es-vpc.html,Infrastructure Security
3.10,[check310] Ensure a log metric filter and alarm exist for security group changes,SCORED,LEVEL2,Medium,AwsCloudTrailTrail,check310,check310,NA,ec2,Monitoring unauthorized API calls will help reveal application errors and may reduce time to detect malicious activity.,It is recommended that a metric filter and alarm be established for unauthorized requests.,https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudwatch-alarms-for-cloudtrail.html,Logging and Monitoring
1.22,"[check122] Ensure IAM policies that allow full \""*:*\"" administrative privileges are not created",SCORED,LEVEL1,Medium,AwsIamPolicy,check122,check122,NA,iam,IAM policies are the means by which privileges are granted to users; groups; or roles. It is recommended and considered a standard security advice to grant least privilege—that is; granting only the permissions required to perform a task. Determine what users need to do and then craft policies for them that let the users perform only those tasks instead of allowing full administrative privileges. Providing full administrative privileges instead of restricting to the minimum set of permissions that the user is required to do exposes the resources to potentially unwanted actions.,It is more secure to start with a minimum set of permissions and grant additional permissions as necessary; rather than starting with permissions that are too lenient and then trying to tighten them later. List policies an analyze if permissions are the least possible to conduct business activities.,http://docs.aws.amazon.com/IAM/latest/UserGuide/best-practices.html,IAM
7.43,[extra743] Check if API Gateway has client certificate enabled to access your backend endpoint,NOT_SCORED,EXTRA,Medium,AwsApiGatewayRestApi,extra743,extra743,NA,apigateway,Possible man in the middle attacks and other similar risks.,Enable client certificate. Mutual TLS is recommended and commonly used for business-to-business (B2B) applications. It’s used in standards such as Open Banking. API Gateway now provides integrated mutual TLS authentication at no additional cost.,https://aws.amazon.com/blogs/compute/introducing-mutual-tls-authentication-for-amazon-api-gateway/,Data Protection
7.44,[extra744] Check if API Gateway has a WAF ACL attached,NOT_SCORED,EXTRA,Medium,AwsApiGatewayRestApi,extra744,extra744,ens-mp.s.2.aws.waf.2,apigateway,Potential attacks and / or abuse of service; more even for even for internet reachable services.,Use AWS WAF to protect your API Gateway API from common web exploits; such as SQL injection and cross-site scripting (XSS) attacks. These could affect API availability and performance; compromise security; or consume excessive resources.,https://docs.aws.amazon.com/apigateway/latest/developerguide/apigateway-control-access-aws-waf.html,Infrastructure Security
7.10,[extra710] Check for internet facing EC2 Instances,NOT_SCORED,EXTRA,Medium,AwsEc2Instance,extra710,extra710,ens-mp.com.4.aws.vpc.1,ec2,Exposing an EC2 directly to internet increases the attack surface and therefore the risk of compromise.,Use an ALB and apply WAF ACL.,https://aws.amazon.com/blogs/aws/aws-web-application-firewall-waf-for-application-load-balancers/,Infrastructure Security
7.17,[extra717] Check if Elastic Load Balancers have logging enabled,NOT_SCORED,EXTRA,Medium,AwsElbLoadBalancer,extra717,extra717,NA,elb,If logs are not enabled monitoring of service use and threat analysis is not possible.,Enable ELB logging; create la log lifecycle and define use cases.,https://docs.aws.amazon.com/elasticloadbalancing/latest/application/load-balancer-access-logs.html,Logging and Monitoring
7.28,[extra728] Check if SQS queues have Server Side Encryption enabled,NOT_SCORED,EXTRA,Medium,AwsSqsQueue,extra728,extra728,ens-mp.info.3.sns.1,sqs,If not enabled sensitive information in transit is not protected.,Enable Encryption. Use a CMK where possible. It will provide additional management and privacy benefits.,https://docs.aws.amazon.com/AWSSimpleQueueService/latest/SQSDeveloperGuide/sqs-configure-sse-existing-queue.html,Data Protection
7.21,[extra721] Check if Redshift cluster has audit logging enabled,NOT_SCORED,EXTRA,Medium,AwsRedshiftCluster,extra721,extra721,NA,redshift,If logs are not enabled; monitoring of service use and threat analysis is not possible.,Enable logs. Create an S3 lifecycle policy. Define use cases; metrics and automated responses where applicable.,https://docs.aws.amazon.com/redshift/latest/mgmt/db-auditing.html,Logging and Monitoring
7.4,[extra74] Ensure there are no Security Groups without ingress filtering being used,NOT_SCORED,EXTRA,High,AwsEc2SecurityGroup,extra74,extra74,ens-mp.com.4.aws.sg.2,ec2,If Security groups are not filtering traffic appropriately the attack surface is increased., You can grant access to a specific CIDR range; or to another security group in your VPC or in a peer VPC.,https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html,Infrastructure Security
7.26,[extra726] Check Trusted Advisor for errors and warnings,NOT_SCORED,EXTRA,Medium,NA,extra726,extra726,NA,trustedadvisor,Improve the security of your application by closing gaps; enabling various AWS security features; and examining your permissions.,Review and act upon its recommendations.,https://aws.amazon.com/premiumsupport/technology/trusted-advisor/best-practice-checklist/,IAM
7.19,[extra719] Check if Route53 public hosted zones are logging queries to CloudWatch Logs,NOT_SCORED,EXTRA,Medium,AwsRoute53HostedZone,extra719,extra719,NA,route53,If logs are not enabled; monitoring of service use and threat analysis is not possible.,Enable CloudWatch logs and define metrics and uses cases for the events recorded.,https://docs.aws.amazon.com/Route53/latest/DeveloperGuide/monitoring-hosted-zones-with-cloudwatch.html,Logging and Monitoring
7.3,[extra73] Ensure there are no S3 buckets open to Everyone or Any AWS user,NOT_SCORED,EXTRA,Critical,AwsS3Bucket,extra73,extra73,NA,s3,Even if you enable all possible bucket ACL options available in the Amazon S3 console the ACL alone does not allow everyone to download objects from your bucket. Depending on which option you select any user could perform some actions.,You can enable block public access settings only for access points; buckets; and AWS accounts. Amazon S3 does not support block public access settings on a per-object basis. When you apply block public access settings to an account; the settings apply to all AWS Regions globally. The settings might not take effect in all Regions immediately or simultaneously; but they eventually propagate to all Regions.,https://docs.aws.amazon.com/AmazonS3/latest/userguide/access-control-block-public-access.html,Data Protection
7.35,[extra735] Check if RDS instances storage is encrypted,NOT_SCORED,EXTRA,Medium,AwsRdsDbInstance,extra735,extra735,ens-mp.info.3.aws.rds.1,rds,If not enabled sensitive information at rest is not protected.,Enable Encryption. Use a CMK where possible. It will provide additional management and privacy benefits.,https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Overview.Encryption.html,Data Protection
7.32,[extra732] Check if Geo restrictions are enabled in CloudFront distributions,NOT_SCORED,EXTRA,Low,AwsCloudFrontDistribution,extra732,extra732,NA,cloudfront,Consider countries where service should not be accessed; by legal or compliance requirements. Additionally if not restricted the attack vector is increased.,If possible; define and enable Geo restrictions for this service.,https://docs.aws.amazon.com/AmazonCloudFront/latest/DeveloperGuide/georestrictions.html,Infrastructure Security
7.92,[extra792] Check if Elastic Load Balancers have insecure SSL ciphers ,NOT_SCORED,EXTRA,Medium,AwsElbLoadBalancer,extra792,extra792,ens-mp.com.2.aws.elb.2,elb,Using insecure ciphers could affect privacy of in transit information.,Use a Security policy with a ciphers that are stronger as possible. Drop legacy and unsecure ciphers.,https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/elb-ssl-security-policy.html,Data Protection
